Station_ID,Hour,Used Bikes
Kanalfähre Wik,11,1.1764705882352942
Kanalfähre Wik,12,1.2352941176470589
Kanalfähre Wik,13,1.1764705882352942
Kanalfähre Wik,14,1.1764705882352942
Kanalfähre Wik,15,1.2352941176470589
Kanalfähre Wik,16,1.1764705882352942
Kanalfähre Wik,17,0.9411764705882353
Kanalfähre Wik,18,1.1176470588235294
Kanalfähre Wik,19,0.8823529411764706
Kanalfähre Wik,20,0.9411764705882353
Kanalfähre Wik,21,0.8823529411764706
Kanalfähre Wik,22,0.9411764705882353
Kanalfähre Wik,23,0.8823529411764706
Gemeindebücherei ,0,0.47058823529411764
Gemeindebücherei ,1,0.47058823529411764
Gemeindebücherei ,2,0.47058823529411764
Gemeindebücherei ,3,0.4117647058823529
Gemeindebücherei ,4,0.4117647058823529
Gemeindebücherei ,5,0.29411764705882354
Gemeindebücherei ,6,0.29411764705882354
Gemeindebücherei ,7,0.29411764705882354
Gemeindebücherei ,8,0.29411764705882354
Gemeindebücherei ,9,0.29411764705882354
Gemeindebücherei ,10,0.29411764705882354
Gemeindebücherei ,11,0.29411764705882354
Gemeindebücherei ,12,0.47058823529411764
Gemeindebücherei ,13,0.47058823529411764
Gemeindebücherei ,14,0.7058823529411765
Gemeindebücherei ,15,0.5882352941176471
Gemeindebücherei ,16,0.5294117647058824
Gemeindebücherei ,17,0.4117647058823529
Gemeindebücherei ,18,0.4117647058823529
Gemeindebücherei ,19,0.4117647058823529
Gemeindebücherei ,20,0.47058823529411764
Gemeindebücherei ,21,0.4117647058823529
Gemeindebücherei ,22,0.4117647058823529
Gemeindebücherei ,23,0.4117647058823529
MELUND-Olympiahochhaus,0,1.5294117647058822
MELUND-Olympiahochhaus,1,1.1764705882352942
MELUND-Olympiahochhaus,2,1.3529411764705883
MELUND-Olympiahochhaus,3,1.0588235294117647
MELUND-Olympiahochhaus,4,1.9411764705882353
MELUND-Olympiahochhaus,5,1.5294117647058822
MELUND-Olympiahochhaus,6,1.8823529411764706
MELUND-Olympiahochhaus,7,1.8823529411764706
MELUND-Olympiahochhaus,8,1.8823529411764706
MELUND-Olympiahochhaus,9,1.9411764705882353
MELUND-Olympiahochhaus,10,2.4705882352941178
MELUND-Olympiahochhaus,11,2.3529411764705883
MELUND-Olympiahochhaus,12,2.7058823529411766
MELUND-Olympiahochhaus,13,2.0
MELUND-Olympiahochhaus,14,2.764705882352941
MELUND-Olympiahochhaus,15,3.2941176470588234
MELUND-Olympiahochhaus,16,2.6470588235294117
MELUND-Olympiahochhaus,17,2.235294117647059
MELUND-Olympiahochhaus,18,2.2941176470588234
MELUND-Olympiahochhaus,19,2.0588235294117645
MELUND-Olympiahochhaus,20,1.8235294117647058
MELUND-Olympiahochhaus,21,1.5294117647058822
MELUND-Olympiahochhaus,22,1.7647058823529411
MELUND-Olympiahochhaus,23,1.3529411764705883
Kirchhofallee,0,1.8235294117647058
Kirchhofallee,1,1.2941176470588236
Kirchhofallee,2,1.588235294117647
Kirchhofallee,3,1.7647058823529411
Kirchhofallee,4,1.6470588235294117
Kirchhofallee,5,1.1176470588235294
Kirchhofallee,6,2.588235294117647
Kirchhofallee,7,3.588235294117647
Kirchhofallee,8,3.0
Kirchhofallee,9,2.2941176470588234
Kirchhofallee,10,1.9411764705882353
Kirchhofallee,11,2.2941176470588234
Kirchhofallee,12,2.0588235294117645
Kirchhofallee,13,2.7058823529411766
Kirchhofallee,14,2.764705882352941
Kirchhofallee,15,4.0588235294117645
Kirchhofallee,16,4.0
Kirchhofallee,17,4.0588235294117645
Kirchhofallee,18,3.7058823529411766
Kirchhofallee,19,3.176470588235294
Kirchhofallee,20,2.588235294117647
Kirchhofallee,21,2.6470588235294117
Kirchhofallee,22,2.6470588235294117
Kirchhofallee,23,1.588235294117647
Hauptbahnhof,0,1.9411764705882353
Hauptbahnhof,1,1.9411764705882353
Hauptbahnhof,2,1.411764705882353
Hauptbahnhof,3,1.9411764705882353
Hauptbahnhof,4,3.1176470588235294
Hauptbahnhof,5,4.235294117647059
Hauptbahnhof,6,5.0
Hauptbahnhof,7,4.882352941176471
Hauptbahnhof,8,3.411764705882353
Hauptbahnhof,9,3.3529411764705883
Hauptbahnhof,10,3.764705882352941
Hauptbahnhof,11,5.117647058823529
Hauptbahnhof,12,6.117647058823529
Hauptbahnhof,13,6.117647058823529
Hauptbahnhof,14,6.823529411764706
Hauptbahnhof,15,6.823529411764706
Hauptbahnhof,16,6.529411764705882
Hauptbahnhof,17,4.882352941176471
Hauptbahnhof,18,4.588235294117647
Hauptbahnhof,19,3.6470588235294117
Hauptbahnhof,20,3.9411764705882355
Hauptbahnhof,21,2.823529411764706
Hauptbahnhof,22,2.6470588235294117
Hauptbahnhof,23,2.8823529411764706
CAU Sportstätten,0,1.0588235294117647
CAU Sportstätten,1,1.1764705882352942
CAU Sportstätten,2,1.0588235294117647
CAU Sportstätten,3,0.9411764705882353
CAU Sportstätten,4,1.1176470588235294
CAU Sportstätten,5,1.0588235294117647
CAU Sportstätten,6,1.2352941176470589
CAU Sportstätten,7,2.0
CAU Sportstätten,8,2.823529411764706
CAU Sportstätten,9,1.9411764705882353
CAU Sportstätten,10,2.8823529411764706
CAU Sportstätten,11,2.4705882352941178
CAU Sportstätten,12,2.8823529411764706
CAU Sportstätten,13,2.8823529411764706
CAU Sportstätten,14,3.0
CAU Sportstätten,15,3.0
CAU Sportstätten,16,3.0588235294117645
CAU Sportstätten,17,2.8823529411764706
CAU Sportstätten,18,2.5294117647058822
CAU Sportstätten,19,3.1176470588235294
CAU Sportstätten,20,2.176470588235294
CAU Sportstätten,21,1.2352941176470589
CAU Sportstätten,22,0.8823529411764706
CAU Sportstätten,23,0.9411764705882353
Mönkeberg Anleger,0,0.6470588235294118
Mönkeberg Anleger,1,0.6470588235294118
Mönkeberg Anleger,2,0.6470588235294118
Mönkeberg Anleger,3,0.6470588235294118
Mönkeberg Anleger,4,0.6470588235294118
Mönkeberg Anleger,5,0.5294117647058824
Mönkeberg Anleger,6,0.47058823529411764
Mönkeberg Anleger,7,0.47058823529411764
Mönkeberg Anleger,8,0.5294117647058824
Mönkeberg Anleger,9,0.5294117647058824
Mönkeberg Anleger,10,0.5294117647058824
Mönkeberg Anleger,11,0.5882352941176471
Mönkeberg Anleger,12,0.6470588235294118
Mönkeberg Anleger,13,0.7058823529411765
Mönkeberg Anleger,14,0.8235294117647058
Mönkeberg Anleger,15,1.1764705882352942
Mönkeberg Anleger,16,0.8235294117647058
Mönkeberg Anleger,17,0.5882352941176471
Mönkeberg Anleger,18,0.5882352941176471
Mönkeberg Anleger,19,0.5882352941176471
Mönkeberg Anleger,20,0.5882352941176471
Mönkeberg Anleger,21,0.5882352941176471
Mönkeberg Anleger,22,0.5882352941176471
Mönkeberg Anleger,23,0.5882352941176471
Bernhard-Minetti-Platz,0,1.6470588235294117
Bernhard-Minetti-Platz,1,1.411764705882353
Bernhard-Minetti-Platz,2,1.4705882352941178
Bernhard-Minetti-Platz,3,1.1764705882352942
Bernhard-Minetti-Platz,4,1.2941176470588236
Bernhard-Minetti-Platz,5,1.7058823529411764
Bernhard-Minetti-Platz,6,2.235294117647059
Bernhard-Minetti-Platz,7,2.6470588235294117
Bernhard-Minetti-Platz,8,2.764705882352941
Bernhard-Minetti-Platz,9,2.0588235294117645
Bernhard-Minetti-Platz,10,2.176470588235294
Bernhard-Minetti-Platz,11,2.235294117647059
Bernhard-Minetti-Platz,12,2.3529411764705883
Bernhard-Minetti-Platz,13,2.7058823529411766
Bernhard-Minetti-Platz,14,3.0588235294117645
Bernhard-Minetti-Platz,15,3.823529411764706
Bernhard-Minetti-Platz,16,3.5294117647058822
Bernhard-Minetti-Platz,17,4.117647058823529
Bernhard-Minetti-Platz,18,3.9411764705882355
Bernhard-Minetti-Platz,19,3.0588235294117645
Bernhard-Minetti-Platz,20,2.588235294117647
Bernhard-Minetti-Platz,21,3.176470588235294
Bernhard-Minetti-Platz,22,1.8823529411764706
Bernhard-Minetti-Platz,23,1.8823529411764706
Hansastr./Gutenbergstr.,0,1.7058823529411764
Hansastr./Gutenbergstr.,1,1.0588235294117647
Hansastr./Gutenbergstr.,2,1.5294117647058822
Hansastr./Gutenbergstr.,3,1.0
Hansastr./Gutenbergstr.,4,1.1764705882352942
Hansastr./Gutenbergstr.,5,1.0588235294117647
Hansastr./Gutenbergstr.,6,1.9411764705882353
Hansastr./Gutenbergstr.,7,1.7647058823529411
Hansastr./Gutenbergstr.,8,1.7058823529411764
Hansastr./Gutenbergstr.,9,1.588235294117647
Hansastr./Gutenbergstr.,10,1.7647058823529411
Hansastr./Gutenbergstr.,11,1.7647058823529411
Hansastr./Gutenbergstr.,12,1.8235294117647058
Hansastr./Gutenbergstr.,13,2.235294117647059
Hansastr./Gutenbergstr.,14,2.176470588235294
Hansastr./Gutenbergstr.,15,3.235294117647059
Hansastr./Gutenbergstr.,16,2.6470588235294117
Hansastr./Gutenbergstr.,17,3.0
Hansastr./Gutenbergstr.,18,2.6470588235294117
Hansastr./Gutenbergstr.,19,2.6470588235294117
Hansastr./Gutenbergstr.,20,2.3529411764705883
Hansastr./Gutenbergstr.,21,1.9411764705882353
Hansastr./Gutenbergstr.,22,1.8235294117647058
Hansastr./Gutenbergstr.,23,1.3529411764705883
Sandkrug,0,0.6470588235294118
Sandkrug,1,0.6470588235294118
Sandkrug,2,0.7647058823529411
Sandkrug,3,0.6470588235294118
Sandkrug,4,0.7058823529411765
Sandkrug,5,0.5882352941176471
Sandkrug,6,0.5882352941176471
Sandkrug,7,0.5882352941176471
Sandkrug,8,0.7647058823529411
Sandkrug,9,0.7647058823529411
Sandkrug,10,0.7058823529411765
Sandkrug,11,0.7647058823529411
Sandkrug,12,0.9411764705882353
Sandkrug,13,0.7058823529411765
Sandkrug,14,0.7058823529411765
Sandkrug,15,0.7647058823529411
Sandkrug,16,0.8235294117647058
Sandkrug,17,0.7058823529411765
Sandkrug,18,0.7058823529411765
Sandkrug,19,0.7647058823529411
Sandkrug,20,0.7058823529411765
Sandkrug,21,0.7058823529411765
Sandkrug,22,0.6470588235294118
Sandkrug,23,0.6470588235294118
Rathausplatz,0,1.0
Rathausplatz,1,0.9411764705882353
Rathausplatz,2,1.0
Rathausplatz,3,1.1176470588235294
Rathausplatz,4,1.3529411764705883
Rathausplatz,5,0.9411764705882353
Rathausplatz,6,1.2352941176470589
Rathausplatz,7,2.176470588235294
Rathausplatz,8,1.5294117647058822
Rathausplatz,9,1.4705882352941178
Rathausplatz,10,1.2941176470588236
Rathausplatz,11,1.3529411764705883
Rathausplatz,12,1.7058823529411764
Rathausplatz,13,1.4705882352941178
Rathausplatz,14,1.4705882352941178
Rathausplatz,15,1.7647058823529411
Rathausplatz,16,2.0
Rathausplatz,17,1.7647058823529411
Rathausplatz,18,1.0588235294117647
Rathausplatz,19,1.1176470588235294
Rathausplatz,20,1.2941176470588236
Rathausplatz,21,1.0
Rathausplatz,22,1.0588235294117647
Rathausplatz,23,1.0588235294117647
Vinetaplatz,0,1.1764705882352942
Vinetaplatz,1,1.0588235294117647
Vinetaplatz,2,1.588235294117647
Vinetaplatz,3,1.1176470588235294
Vinetaplatz,4,1.6470588235294117
Vinetaplatz,5,1.588235294117647
Vinetaplatz,6,1.8823529411764706
Vinetaplatz,7,1.9411764705882353
Vinetaplatz,8,1.7647058823529411
Vinetaplatz,9,1.7647058823529411
Vinetaplatz,10,1.7647058823529411
Vinetaplatz,11,1.588235294117647
Vinetaplatz,12,1.8823529411764706
Vinetaplatz,13,2.0
Vinetaplatz,14,2.588235294117647
Vinetaplatz,15,2.235294117647059
Vinetaplatz,16,2.176470588235294
Vinetaplatz,17,2.4705882352941178
Vinetaplatz,18,2.0
Vinetaplatz,19,1.2941176470588236
Vinetaplatz,20,1.7058823529411764
Vinetaplatz,21,1.2941176470588236
Vinetaplatz,22,1.1176470588235294
Vinetaplatz,23,1.3529411764705883
Dataport/FHVD,0,0.6470588235294118
Dataport/FHVD,1,0.6470588235294118
Dataport/FHVD,2,0.7647058823529411
Dataport/FHVD,3,0.6470588235294118
Dataport/FHVD,4,0.7647058823529411
Dataport/FHVD,5,0.47058823529411764
Dataport/FHVD,6,0.6470588235294118
Dataport/FHVD,7,0.47058823529411764
Dataport/FHVD,8,0.5294117647058824
Dataport/FHVD,9,0.5294117647058824
Dataport/FHVD,10,0.5294117647058824
Dataport/FHVD,11,0.5294117647058824
Dataport/FHVD,12,0.7058823529411765
Dataport/FHVD,13,0.8235294117647058
Dataport/FHVD,14,0.7058823529411765
Dataport/FHVD,15,0.7647058823529411
Dataport/FHVD,16,0.7058823529411765
Dataport/FHVD,17,0.7058823529411765
Dataport/FHVD,18,0.5882352941176471
Dataport/FHVD,19,0.6470588235294118
Dataport/FHVD,20,0.5882352941176471
Dataport/FHVD,21,0.5882352941176471
Dataport/FHVD,22,0.7058823529411765
Dataport/FHVD,23,0.6470588235294118
Freilichtmuseum Molfsee,0,0.29411764705882354
Freilichtmuseum Molfsee,1,0.29411764705882354
Freilichtmuseum Molfsee,2,0.29411764705882354
Freilichtmuseum Molfsee,3,0.29411764705882354
Freilichtmuseum Molfsee,4,0.4117647058823529
Freilichtmuseum Molfsee,5,0.29411764705882354
Freilichtmuseum Molfsee,6,0.23529411764705882
Freilichtmuseum Molfsee,7,0.23529411764705882
Freilichtmuseum Molfsee,8,0.23529411764705882
Freilichtmuseum Molfsee,9,0.29411764705882354
Freilichtmuseum Molfsee,10,0.35294117647058826
Freilichtmuseum Molfsee,11,0.23529411764705882
Freilichtmuseum Molfsee,12,0.29411764705882354
Freilichtmuseum Molfsee,13,0.23529411764705882
Freilichtmuseum Molfsee,14,0.35294117647058826
Freilichtmuseum Molfsee,15,0.35294117647058826
Freilichtmuseum Molfsee,16,0.23529411764705882
Freilichtmuseum Molfsee,17,0.23529411764705882
Freilichtmuseum Molfsee,18,0.23529411764705882
Freilichtmuseum Molfsee,19,0.23529411764705882
Freilichtmuseum Molfsee,20,0.29411764705882354
Freilichtmuseum Molfsee,21,0.23529411764705882
Freilichtmuseum Molfsee,22,0.23529411764705882
Freilichtmuseum Molfsee,23,0.23529411764705882
Hörnbad,0,1.0588235294117647
Hörnbad,1,1.1764705882352942
Hörnbad,2,1.2352941176470589
Hörnbad,3,1.1764705882352942
Hörnbad,4,1.3529411764705883
Hörnbad,5,1.3529411764705883
Hörnbad,6,1.6470588235294117
Hörnbad,7,2.176470588235294
Hörnbad,8,2.1176470588235294
Hörnbad,9,1.8235294117647058
Hörnbad,10,1.6470588235294117
Hörnbad,11,1.8823529411764706
Hörnbad,12,2.176470588235294
Hörnbad,13,2.0
Hörnbad,14,2.5294117647058822
Hörnbad,15,3.0
Hörnbad,16,3.0
Hörnbad,17,2.2941176470588234
Hörnbad,18,2.411764705882353
Hörnbad,19,1.8235294117647058
Hörnbad,20,2.0588235294117645
Hörnbad,21,1.2941176470588236
Hörnbad,22,1.5294117647058822
Hörnbad,23,1.2352941176470589
KielRegion GmbH,0,0.8235294117647058
KielRegion GmbH,1,0.8235294117647058
KielRegion GmbH,2,0.8235294117647058
KielRegion GmbH,3,0.8235294117647058
KielRegion GmbH,4,0.8235294117647058
KielRegion GmbH,5,0.7647058823529411
KielRegion GmbH,6,0.7647058823529411
KielRegion GmbH,7,1.588235294117647
KielRegion GmbH,8,1.2941176470588236
KielRegion GmbH,9,1.0588235294117647
KielRegion GmbH,10,1.3529411764705883
KielRegion GmbH,11,2.176470588235294
KielRegion GmbH,12,1.6470588235294117
KielRegion GmbH,13,1.2352941176470589
KielRegion GmbH,14,1.2941176470588236
KielRegion GmbH,15,1.3529411764705883
KielRegion GmbH,16,1.0588235294117647
KielRegion GmbH,17,0.7647058823529411
KielRegion GmbH,18,0.7647058823529411
KielRegion GmbH,19,0.7647058823529411
KielRegion GmbH,20,0.7647058823529411
KielRegion GmbH,21,0.7647058823529411
KielRegion GmbH,22,0.7647058823529411
KielRegion GmbH,23,0.7647058823529411
Westring/Eckernförder Str.,0,1.9411764705882353
Westring/Eckernförder Str.,1,1.6470588235294117
Westring/Eckernförder Str.,2,1.5294117647058822
Westring/Eckernförder Str.,3,1.2941176470588236
Westring/Eckernförder Str.,4,1.4705882352941178
Westring/Eckernförder Str.,5,2.0588235294117645
Westring/Eckernförder Str.,6,2.1176470588235294
Westring/Eckernförder Str.,7,2.4705882352941178
Westring/Eckernförder Str.,8,2.6470588235294117
Westring/Eckernförder Str.,9,1.7058823529411764
Westring/Eckernförder Str.,10,1.6470588235294117
Westring/Eckernförder Str.,11,2.1176470588235294
Westring/Eckernförder Str.,12,2.823529411764706
Westring/Eckernförder Str.,13,3.0588235294117645
Westring/Eckernförder Str.,14,2.823529411764706
Westring/Eckernförder Str.,15,3.7058823529411766
Westring/Eckernförder Str.,16,3.4705882352941178
Westring/Eckernförder Str.,17,3.2941176470588234
Westring/Eckernförder Str.,18,2.9411764705882355
Westring/Eckernförder Str.,19,3.1176470588235294
Westring/Eckernförder Str.,20,3.7058823529411766
Westring/Eckernförder Str.,21,2.2941176470588234
Westring/Eckernförder Str.,22,1.8823529411764706
Westring/Eckernförder Str.,23,1.8235294117647058
Förde Sparkasse Lorentzendamm,0,1.411764705882353
Förde Sparkasse Lorentzendamm,1,1.0588235294117647
Förde Sparkasse Lorentzendamm,2,1.6470588235294117
Förde Sparkasse Lorentzendamm,3,1.1176470588235294
Förde Sparkasse Lorentzendamm,4,1.411764705882353
Förde Sparkasse Lorentzendamm,5,1.1764705882352942
Förde Sparkasse Lorentzendamm,6,2.176470588235294
Förde Sparkasse Lorentzendamm,7,1.8823529411764706
Förde Sparkasse Lorentzendamm,8,1.2941176470588236
Förde Sparkasse Lorentzendamm,9,1.4705882352941178
Förde Sparkasse Lorentzendamm,10,1.2352941176470589
Förde Sparkasse Lorentzendamm,11,1.7647058823529411
Förde Sparkasse Lorentzendamm,12,2.6470588235294117
Förde Sparkasse Lorentzendamm,13,2.0588235294117645
Förde Sparkasse Lorentzendamm,14,2.0588235294117645
Förde Sparkasse Lorentzendamm,15,2.3529411764705883
Förde Sparkasse Lorentzendamm,16,2.411764705882353
Förde Sparkasse Lorentzendamm,17,2.2941176470588234
Förde Sparkasse Lorentzendamm,18,2.0588235294117645
Förde Sparkasse Lorentzendamm,19,1.2352941176470589
Förde Sparkasse Lorentzendamm,20,1.3529411764705883
Förde Sparkasse Lorentzendamm,21,1.3529411764705883
Förde Sparkasse Lorentzendamm,22,1.2941176470588236
Förde Sparkasse Lorentzendamm,23,1.7647058823529411
Kurt-Schumacher-Platz,0,0.5882352941176471
Kurt-Schumacher-Platz,1,0.5882352941176471
Kurt-Schumacher-Platz,2,0.6470588235294118
Kurt-Schumacher-Platz,3,0.5294117647058824
Kurt-Schumacher-Platz,4,0.5882352941176471
Kurt-Schumacher-Platz,5,0.47058823529411764
Kurt-Schumacher-Platz,6,0.47058823529411764
Kurt-Schumacher-Platz,7,0.5294117647058824
Kurt-Schumacher-Platz,8,0.5294117647058824
Kurt-Schumacher-Platz,9,0.5882352941176471
Kurt-Schumacher-Platz,10,0.5882352941176471
Kurt-Schumacher-Platz,11,0.8823529411764706
Kurt-Schumacher-Platz,12,0.5882352941176471
Kurt-Schumacher-Platz,13,0.8235294117647058
Kurt-Schumacher-Platz,14,0.5882352941176471
Kurt-Schumacher-Platz,15,0.6470588235294118
Kurt-Schumacher-Platz,16,0.6470588235294118
Kurt-Schumacher-Platz,17,0.5882352941176471
Kurt-Schumacher-Platz,18,0.5882352941176471
Kurt-Schumacher-Platz,19,0.6470588235294118
Kurt-Schumacher-Platz,20,0.5882352941176471
Kurt-Schumacher-Platz,21,0.5294117647058824
Kurt-Schumacher-Platz,22,0.5294117647058824
Kurt-Schumacher-Platz,23,0.5294117647058824
Exerzierplatz,0,1.3529411764705883
Exerzierplatz,1,1.1764705882352942
Exerzierplatz,2,1.5294117647058822
Exerzierplatz,3,1.2352941176470589
Exerzierplatz,4,1.0588235294117647
Exerzierplatz,5,1.4705882352941178
Exerzierplatz,6,2.0
Exerzierplatz,7,2.0588235294117645
Exerzierplatz,8,1.588235294117647
Exerzierplatz,9,2.6470588235294117
Exerzierplatz,10,2.4705882352941178
Exerzierplatz,11,2.588235294117647
Exerzierplatz,12,2.6470588235294117
Exerzierplatz,13,2.9411764705882355
Exerzierplatz,14,2.588235294117647
Exerzierplatz,15,3.411764705882353
Exerzierplatz,16,2.5294117647058822
Exerzierplatz,17,2.2941176470588234
Exerzierplatz,18,2.7058823529411766
Exerzierplatz,19,1.8823529411764706
Exerzierplatz,20,1.7058823529411764
Exerzierplatz,21,1.588235294117647
Exerzierplatz,22,1.2941176470588236
Exerzierplatz,23,1.4705882352941178
Bahnhalt Ellerbek,0,0.9411764705882353
Bahnhalt Ellerbek,1,1.0
Bahnhalt Ellerbek,2,1.1764705882352942
Bahnhalt Ellerbek,3,0.9411764705882353
Bahnhalt Ellerbek,4,1.1764705882352942
Bahnhalt Ellerbek,5,0.8235294117647058
Bahnhalt Ellerbek,6,0.9411764705882353
Bahnhalt Ellerbek,7,0.7647058823529411
Bahnhalt Ellerbek,8,1.0588235294117647
Bahnhalt Ellerbek,9,1.1176470588235294
Bahnhalt Ellerbek,10,1.0588235294117647
Bahnhalt Ellerbek,11,1.1764705882352942
Bahnhalt Ellerbek,12,1.1176470588235294
Bahnhalt Ellerbek,13,0.9411764705882353
